Número;Nome;ViaVerde;EMail;Telemovel;NIF;NCC;NISS;DataNascimento
663;Carmo Pires Caiado Paredes Bogas Coelho Farias;2475-90;carmocpcpbcf@sal.ipg.pt;939028587;138795220;72728616;46012306369;1948-08-29
664;Camilo Mendes Azeredo Almeida Andrade Soeiro Cardoso;13042-33;camilocmaaasc@gmail.com;952127650;203455404;27694407;77492189845;1983-08-31
665;Liliana Pacheco Silva Calado Paredes Dias Sequeira;2493-622;lilianalpscpds@gmail.com;918416688;486351406;71721273;22179127574;1949-07-21
666;Vitor Almeida Nunes Cardoso;11005-264;vitorvanc@sal.ipg.pt;941538788;480315067;81717154;13754950932;1944-05-19
667;Bruna Rosado Regueira Leal Macedo Andrade Cunha;7475-498;brunabrrlmac@hotmail.com;967058412;270465764;42462635;28397264550;1951-08-16
668;Bruno Carvalheira Cunha Moreno;11413-699;brunobccm@sal.ipg.pt;927533231;391174064;26271816;38373221754;1965-12-25
669;Francisco Eanes Pinheiro Azevedo;12392-306;franciscofepa@hotmail.com;932870960;278048908;80162994;71749788829;1970-09-07
670;Francisca Barbosa Castanheira Mourão Azenha;14340-661;franciscafbcma@sapo.pt;911201806;102936728;60303145;97077281496;1992-10-01
671;Odete Proenca Macedo Quadros Carreira Macedo;18898-837;odeteopmqcm@sal.ipg.pt;919003192;430792619;78630581;42688478846;1968-11-30
672;Ana Clementino Seixas Moreno Antunes Castro Silva;10507-88;anaacsmacs@gmail.com;931155879;394978019;50407354;73551347230;1969-09-13
673;Duarte Amado Clementino Amado Lobato;2094-964;duartedacal@hotmail.com;959730046;364701450;65170404;39964892655;1991-04-13
674;Carla Ferro Cipriano Clementino Mourão;4488-912;carlacfccm@gmail.com;950314266;234574589;33738978;66666130532;1949-08-17
675;Clarice Ferraz Carrico Caneco Queiros Brito;14887-331;claricecfccqb@sapo.pt;963118606;161745153;26588178;83672648610;1951-05-06
676;Paula Amado Belchior Ferreira Ramalho;8381-814;paulapabfr@sal.ipg.pt;928896095;337433942;69159167;21435590067;1989-11-26
677;Celino Moreno Seixas Carvalheira Mateus Nogueira Soeiro;4449-732;celinocmscmns@gmail.com;962273068;295329932;42508591;28403044388;1989-08-08
678;Celso Brito Rego Mora Valbom Real;14216-526;celsocbrmvr@gmail.com;967473650;336632374;96235440;47864724960;1949-09-09
679;Celina Fonseca Regueira Carneiro Mora;14263-406;celinacfrcm@sapo.pt;923271257;288211838;23501560;57516254944;1979-04-15
680;Alzinda Amora Calheiros Ferraz;7517-716;alzindaaacf@gmail.com;956110891;188280198;52601651;39198931443;1971-12-13
681;Francisca Carvalheira Rocha Mora;18960-733;franciscafcrm@sal.ipg.pt;947307759;476321486;72732161;71245011579;1999-11-16
682;Eduarda Mourão Quadros Ferreira Clementino;16566-980;eduardaemqfc@hotmail.com;911938460;215478822;82390845;70789308909;1996-05-29
683;Valdemar Vivas Eanes Estrela;12928-59;valdemarvvee@gmail.com;965890713;142384874;75739525;83877158351;1989-12-29
684;Cristiano Sequeira Cipriano Moura Amora Moura Amorim;15592-707;cristianocscmama@hotmail.com;922848207;398068465;82027616;12663405446;1988-06-21
685;Daniel Ferreira Azeredo Matos Belchior Moreira;3056-497;danieldfambm@gmail.com;935057159;314840704;99403679;65702650992;1975-12-06
686;Bernardo Caiado Eanes Paredes;12944-582;bernardobcep@sapo.pt;934588469;300357927;31736523;44970745402;1942-03-13
687;Francisco Arouca Andrade Ferro Quadros Seixas Valbom;10878-665;franciscofaafqsv@gmail.com;912691181;161145174;40799286;84252820357;1986-12-26
688;Soraia Aguiar Nogueira Valbom Mota Nunes;8115-550;soraiasanvmn@hotmail.com;941102931;252941989;47552588;59164898325;1991-01-19
689;Bernardo Pinheiro Amorim Moreno;10635-432;bernardobpam@sal.ipg.pt;933606947;394574208;27628551;96447314150;1943-11-11
690;Bernardo Vivas Arantes Andrade Caneco Calado;10105-152;bernardobvaacc@hotmail.com;932919757;242964196;26238931;34879193129;1940-11-20
691;Paulo Arouca Moreno Rego Lopes Castro Moreira;17715-149;paulopamrlcm@gmail.com;929430034;112462123;67758228;50774819335;1967-02-26
692;Silvia Bacelar Vivas Amora;13752-689;silviasbva@sapo.pt;964003664;449594959;99311512;86994665213;1947-05-21
693;Camilo Caneco Mota Almeida Lobato Sequeira;2468-876;camiloccmals@gmail.com;927359947;146393487;34025784;28580088108;1966-03-07
694;Leonor Arantes Ferraz Almada Rego Bogas Cabral;1095-751;leonorlafarbc@hotmail.com;934351247;374998566;83285167;94113892548;1959-09-24
695;Carla Amora Cipriano Rego Moura Domingos Ferro;15677-159;carlacacrmdf@sapo.pt;959939793;309312651;38675068;49147181885;1942-09-05
696;Carlota Tinoco Coelho Lobato Soeiro Leal;8902-887;carlotactclsl@sapo.pt;912103655;315402706;68873779;72790796547;1973-09-20
697;Duarte Aguiar Rego Carrico Vivas Farias Rosado;15047-99;duartedarcvfr@hotmail.com;914024956;356647315;96436678;60416337212;1971-05-21
698;Eduarda Domingos Azeredo Rego Belchior;7166-299;eduardaedarb@gmail.com;939096613;284619063;70961793;47176741945;1943-03-04
699;Francisco Carneiro Carvalheira Proenca Soeiro Martins;11248-295;franciscofccpsm@sal.ipg.pt;960504579;147036002;64913539;56726616117;1979-05-16
700;Dora Regueira Paredes Almeida Valbom Tinoco Santos;5330-544;doradrpavts@sapo.pt;942875237;452448574;85787701;85154842490;1980-06-30
701;Luis Nunes Caneco Mota;10453-992;luislncm@sal.ipg.pt;951116657;230023378;72074402;96092496007;1943-04-23
702;Duarte Aguiar Arouca Moura Rego;11212-130;duartedaamr@sapo.pt;933391685;159353389;94599089;42889795480;1990-08-29
703;Dulcineia Calheiros Soeiro Dias;13695-714;dulcineiadcsd@gmail.com;943846236;201447122;96759981;76065608417;1983-10-16
704;Vitor Leal Carrico Carreira Cardoso Nascimento Queiros;15796-497;vitorvlcccnq@gmail.com;966085669;176834365;64275345;11847126991;1953-03-20
705;Catarina Aguiar Caiado Pacheco Cunha;5377-523;catarinacacpc@hotmail.com;914510608;429593690;30721616;63252853842;1974-08-17
706;Leonor Moreno Aguiar Andrade Soeiro;1345-38;leonorlmaas@hotmail.com;935516781;467695852;48285234;38469307709;1964-07-27
707;Carmo Regueira Baptista Brito;5842-460;carmocrbb@gmail.com;949105083;433627823;55836807;15044401441;1965-06-12
708;Carina Ferreira Almeida Pinheiro Pinto Ferraz;2950-165;carinacfappf@sapo.pt;966662927;428727429;86796394;79443392528;1944-01-12
709;Carla Vivas Ferraz Pinheiro;5679-429;carlacvfp@gmail.com;942948177;112533994;45589057;47201199534;1950-11-17
710;Lucas Carreira Carvalheira Carmona Pinheiro;9424-249;lucaslcccp@hotmail.com;947668977;372905424;71324715;37661486541;1940-02-24
711;Carmo Almada Brito Queiros;2209-220;carmocabq@hotmail.com;932230102;214315945;93844956;90179900930;1962-06-30
712;Dolores Pinheiro Aguiar Moura Silva Castanheira;17664-716;doloresdpamsc@hotmail.com;956907790;264291399;26869295;16635030201;1948-09-15
713;Rita Mora Arantes Azevedo Calado Azeredo Soeiro;2727-376;ritarmaacas@sal.ipg.pt;935471006;183106058;44165555;48145077437;1983-12-10
714;Catarina Rocha Rego Brito Queiros Amora;19018-930;catarinacrrbqa@sal.ipg.pt;912672143;485011215;77451715;32887288622;1999-01-02
715;Daniel Bogas Andrade Barros Clementino;14854-596;danieldbabc@hotmail.com;962115644;273385495;60925091;60151549051;1951-04-22
716;Clarice Pinheiro Macedo Soeiro Coelho Rocha Carrico;1893-749;claricecpmscrc@sal.ipg.pt;917688811;427745433;41482980;53839975615;1992-07-18
717;Valdemar Estrela Andrade Antunes Valbom Mateus Leal;2865-252;valdemarveaavml@sapo.pt;924938461;215723462;73722972;89524977082;1960-02-14
718;Bruna Azeredo Farias Amorim;14023-567;brunabafa@hotmail.com;942454324;478422492;80846050;18590636693;1947-10-27
719;Leonor Ferraz Carneiro Almada Rego Eanes;10911-915;leonorlfcare@sal.ipg.pt;942783324;157127076;92909478;51279217525;1941-08-02
720;Duarte Domingos Regueira Calado;18611-440;duarteddrc@sal.ipg.pt;915308509;303994176;22111488;63597755853;1951-12-22
721;Dulce Cipriano Ferraz Amorim Almada Macedo;10392-845;dulcedcfaam@gmail.com;928226233;231177790;91820340;63288947163;1976-02-18
722;Odete Quadros Pinto Cardoso Proenca;6617-678;odeteoqpcp@sal.ipg.pt;934297603;218616894;76877925;85162872683;1993-04-24
723;Dina Domingos Rocha Aguiar;19239-63;dinaddra@hotmail.com;968886582;187994672;47493897;76642246425;1955-07-17
724;Dolores Moura Leal Lopes;6154-524;doloresdmll@hotmail.com;934711422;289363955;27220678;30499490634;1986-06-09
725;Pedro Andrade Queiros Estrela;13005-864;pedropaqe@sal.ipg.pt;966938821;180501820;27237559;21805308726;1952-01-13
726;Francisca Quadros Almeida Azeredo;3781-114;franciscafqaa@sal.ipg.pt;935640377;268732370;87726005;23652509439;1991-11-01
727;Liliana Cipriano Moreno Moreno Rosado;11371-184;lilianalcmmr@sapo.pt;922142743;308649308;59267800;84109440419;1980-06-01
728;Dulce Carneiro Bacelar Nogueira;17035-805;dulcedcbn@sapo.pt;964016732;237978923;31181948;52499752583;1951-08-05
729;Francisca Almeida Pinheiro Mourão Real Dinis;16324-178;franciscafapmrd@gmail.com;968834310;178265707;97171516;44673872060;1978-05-12
730;Eduardo Tinoco Vivas Mourão;18116-740;eduardoetvm@sapo.pt;954356639;192281182;71914995;31926355483;1992-11-14
731;Dulce Proenca Pires Sequeira Arantes Regueira;1325-870;dulcedppsar@sapo.pt;913176123;240090264;23885816;55595772473;1998-10-12
732;Camilo Rosado Mateus Tinoco Ramalho;19283-718;camilocrmtr@hotmail.com;922880374;351011272;31410510;51716341151;1980-03-03
733;Cristiano Caiado Azevedo Vivas Queiros;5199-375;cristianoccavq@hotmail.com;935920708;121784818;69546682;86570948088;1992-07-13
734;Paulo Antunes Silva Cipriano;19802-221;paulopasc@gmail.com;934863728;137879890;57857431;50130760687;1949-09-02
735;Carla Arantes Moreno Valbom;7614-989;carlacamv@sapo.pt;928208861;423669780;67407504;51922937044;1992-08-21
736;Dina Moreno Andrade Mora;3813-225;dinadmam@sal.ipg.pt;946453009;381943538;34465971;82132007253;1957-07-23
737;Valdemar Mendes Rocha Quadros;12753-827;valdemarvmrq@sapo.pt;939022367;477807984;61148872;22830340339;1968-02-05
738;Joana Amorim Aguiar Andrade;16567-189;joanajaaa@sapo.pt;921705387;427612686;35497102;46142235171;1972-08-09
739;David Brito Carreira Mourão Martins Carmona Amado;19489-985;daviddbcmmca@gmail.com;955081875;442994953;51811166;76379052627;1995-09-29
740;Liliana Amorim Carrasco Nascimento;12104-770;lilianalacn@sapo.pt;939935312;373675635;52247948;90487850552;1974-09-17
741;Lucas Castanheira Proenca Barros Baptista Caneco Belchior;3009-116;lucaslcpbbcb@hotmail.com;967615462;189900144;38404250;40930731656;1996-09-17
742;Basilio Amado Aguiar Soeiro;17482-88;basiliobaas@gmail.com;940597665;246175955;46464575;80621284268;1948-07-02
743;Dulcineia Amado Ferreira Martins Castanheira;3093-543;dulcineiadafmc@sal.ipg.pt;945013821;158995705;79754897;85881190350;1959-10-27
744;Carlota Castanheira Amado Leão Ferreira;14116-702;carlotaccalf@sal.ipg.pt;928359464;130676286;81629697;87688655033;1978-02-25
745;Celso Carmona Pinheiro Amorim Azenha Mora;7205-178;celsoccpaam@sal.ipg.pt;929470212;129565777;60787776;31068901832;1986-03-31
746;Celso Calado Moreira Lobato;9810-632;celsoccml@sal.ipg.pt;916336404;138749745;75867249;84523199278;1983-12-24
747;Francisco Nascimento Calado Clementino Nunes;7606-67;franciscofnccn@hotmail.com;963127615;209013660;84163755;89746911249;1970-11-19
748;Ana Arantes Carreira Nascimento Regueira;16440-368;anaaacnr@sal.ipg.pt;950062018;470654085;40725425;34730782276;1943-02-04
749;Carmo Sequeira Martins Cunha;8238-388;carmocsmc@hotmail.com;938541584;496273168;59116878;15099832840;1993-03-28
750;Odete Amado Silva Amorim Bogas;18240-330;odeteoasab@gmail.com;912159385;128844531;58421042;44596186961;1953-01-16
751;Rita Baptista Cipriano Lopes Amorim Mateus;18565-206;ritarbclam@hotmail.com;924289188;206816490;59136091;81049989205;1981-08-02
752;Eduardo Regueira Caneco Calheiros Amorim;7925-228;eduardoercca@sapo.pt;919631907;211007004;58641008;73181149194;1988-05-25
753;Luis Brito Carvalheira Moreno Barbosa Bogas Barbosa;10286-383;luislbcmbbb@sal.ipg.pt;966243226;169262668;27652076;35532579126;1940-06-20
754;Marisa Azevedo Leal Carmona;7148-179;marisamalc@gmail.com;933222160;485423816;69286116;63278203897;1972-05-25
755;Bruna Barbosa Vivas Seixas;7898-500;brunabbvs@sal.ipg.pt;911565609;357678100;55011119;52445463816;1972-01-03
756;Silvia Lopes Antunes Antunes Lopes Amora Bogas;13763-519;silviaslaalab@hotmail.com;911123091;372051723;69365889;94412035221;1956-08-30
757;Carla Carvalheira Tinoco Mota Cabral Aguiar;5543-167;carlacctmca@gmail.com;968770521;231492827;55491143;39365803741;1999-07-26
758;Leonor Amado Dias Carneiro Vivas;1757-572;leonorladcv@sapo.pt;912564863;326589243;72246112;59757482466;1999-08-05
759;Bruna Castanheira Antunes Cipriano Pires;6767-614;brunabcacp@sal.ipg.pt;927599376;359317482;80710323;83276575921;1993-07-27
760;Rita Nogueira Ferro Cunha Farias;11007-873;ritarnfcf@gmail.com;913979692;246256762;69382942;65274113839;1982-04-28
761;Odete Azenha Dias Carrico;3178-806;odeteoadc@sapo.pt;925559300;349492604;76893060;23993422726;1949-11-02
762;Camilo Mateus Vivas Pinto Carreira Paredes Mendes;5995-285;camilocmvpcpm@sal.ipg.pt;961695441;498866148;63770878;27874650993;1951-12-31
763;Cristiano Rego Nascimento Calheiros Ferro Carrico Rego;10719-16;cristianocrncfcr@gmail.com;969256894;400719636;24926219;53490350592;1957-11-09
764;Rodolfo Almada Macedo Aguiar Nunes Belchior Mota;4415-686;rodolforamanbm@sapo.pt;922903749;234215926;34725086;26745460578;1987-02-28
765;Vitor Moura Bogas Queiros Carrasco Moura;3564-775;vitorvmbqcm@hotmail.com;942665535;224876255;98373732;17875316195;1971-05-14
766;Rita Nascimento Amorim Bogas;4296-719;ritarnab@gmail.com;943316228;420264550;49482085;73872489387;1955-07-22
767;Rita Barbosa Valbom Leal Estrela Carneiro;15855-293;ritarbvlec@hotmail.com;961192945;438792774;57434463;56635187990;1967-06-22
768;Ricardo Amado Vivas Moura;6259-403;ricardoravm@sal.ipg.pt;964288516;459477030;26503489;38804741898;1994-10-24
769;Carla Almeida Amorim Santos Paredes;19126-236;carlacaasp@sal.ipg.pt;926336266;469583508;54941359;35594547508;1967-08-20
770;Carina Queiros Fonseca Almada Real;6139-935;carinacqfar@sal.ipg.pt;949490887;291714103;63448996;69243304524;1975-01-20
771;Soraia Almeida Almeida Aguiar Pinheiro;18032-548;soraiasaaap@sal.ipg.pt;914879355;273931119;62450001;78472312523;1950-08-15
772;Odete Amorim Clementino Valbom Dias Nascimento;3196-265;odeteoacvdn@sapo.pt;954792958;105657160;72673781;78958527786;1946-03-03
773;Ricardo Brito Proenca Clementino Dias Amado Soeiro;9660-702;ricardorbpcdas@hotmail.com;953870733;186431848;40374319;33747309833;1999-07-13
774;Daniel Silva Matos Rego Nogueira Cardoso;18280-65;danieldsmrnc@hotmail.com;939466253;434705641;43723682;27800448189;1987-06-08
775;Rita Mateus Estrela Moreno;19552-354;ritarmem@sal.ipg.pt;951411883;116195102;76519550;62682439216;1980-07-23
776;Silvia Cipriano Brito Pires Mourão Leão;5919-334;silviascbpml@sapo.pt;965262449;127713234;90591349;76767055422;1955-04-23
777;Eduardo Real Mota Lobato Tinoco Rosado;12027-528;eduardoermltr@hotmail.com;913706460;453529596;24020143;97148284006;1967-01-28
778;Bóris Leão Soeiro Pacheco Barros;6979-878;bórisblspb@sapo.pt;945884866;347752603;64789180;45095274671;1957-08-14
779;Eduarda Brito Cipriano Mota Arantes;9779-705;eduardaebcma@gmail.com;936586749;161956942;92627154;20307066039;1991-03-31
780;Dulce Barbosa Real Nogueira Azenha Martins Brito;14017-279;dulcedbrnamb@sal.ipg.pt;931409875;316653018;27548833;45593979088;1975-05-07
781;Ricardo Mora Caneco Rego Aguiar;14163-424;ricardormcra@sapo.pt;953280771;425005576;54877487;11828013425;1995-03-14
782;Clotilde Moreira Peres Eanes Proenca Rego;10149-694;clotildecmpepr@hotmail.com;917208383;213232604;59683176;21464251519;1956-10-18
783;Bruno Carmona Moreno Arouca;19134-869;brunobcma@gmail.com;962595635;254462382;63155350;14419452104;1959-09-30
784;Bruna Caiado Ferro Eanes Eanes Nunes;3376-879;brunabcfeen@sapo.pt;914207372;298130878;30605488;38512680223;1977-02-20
785;Catarina Cipriano Ferraz Barbosa;16685-102;catarinaccfb@hotmail.com;939141760;182095077;55365879;60831444939;1984-01-13
786;Carmo Andrade Carreira Amado Farias Calheiros;4591-885;carmocacafc@hotmail.com;962647462;117479388;85449308;83978455461;1940-04-23
787;Celino Pinto Mateus Carneiro Castro Azevedo;3392-822;celinocpmcca@sal.ipg.pt;916926829;406175084;52475944;25256865769;1990-05-01
788;Eduardo Carneiro Azeredo Arantes Proenca Farias;15307-685;eduardoecaapf@hotmail.com;956202763;496925170;27670700;46414819701;1957-09-10
789;Cristiana Moreira Amora Valbom Moreno Sequeira;6096-404;cristianacmavms@sal.ipg.pt;948114490;250503844;61980854;22578806192;1972-10-04
790;David Azeredo Rego Leão Almada Queiros;15616-993;daviddarlaq@hotmail.com;941722684;228483233;39820782;99733663922;1949-08-21
791;Carla Rosado Leão Calado;2052-579;carlacrlc@sal.ipg.pt;962906772;490484377;28943262;19861902083;1970-04-23
792;Basilio Calheiros Rego Santos;15618-757;basiliobcrs@gmail.com;950329507;114098906;36373853;79341818131;1945-09-07
793;Daniel Moreira Antunes Nunes Amado;18940-526;danieldmana@sal.ipg.pt;915260640;346284140;24066908;57857883031;1945-02-05
794;Marisa Valbom Andrade Arantes;15134-563;marisamvaa@sal.ipg.pt;968043188;154771945;48254823;90049381461;1971-03-01
795;Celso Carrico Carvalheira Baptista Mendes Carneiro Regueira;19648-267;celsocccbmcr@sal.ipg.pt;929554510;210321396;86342827;36703416243;1990-09-27
796;David Quadros Caneco Ramalho;2578-382;daviddqcr@gmail.com;965828206;312981777;70008226;81778167325;1972-07-15
797;Camilo Amora Brito Farias Belchior Farias;10122-300;camilocabfbf@hotmail.com;925475880;171734017;23130220;25471620461;1993-10-02
798;Alzinda Farias Mota Estrela Almeida;4588-827;alzindaafmea@sapo.pt;920025143;483878619;45984706;23199882482;1964-04-08
799;Ana Estrela Dias Azevedo Almada Ramalho;14987-302;anaaedaar@sapo.pt;966111909;395837922;86744348;49552073699;1947-12-20
800;Vitor Cipriano Pires Moura Farias;14180-620;vitorvcpmf@gmail.com;940194150;416370586;54137737;30031946188;1999-02-17
801;Lucas Soeiro Castro Amorim;11265-337;lucaslsca@hotmail.com;943162619;132931318;89803351;83074898996;1966-03-15
802;Odete Carrico Ferro Rocha Almada;8492-124;odeteocfra@gmail.com;917697928;419315958;21861245;72341423263;1978-02-12
803;Camilo Andrade Barbosa Cardoso Aguiar Aguiar;6764-409;camilocabcaa@sapo.pt;960055365;379511727;55487883;18269756060;1997-12-25
804;Celino Bogas Carrico Amorim Silva Pinto Almada;10885-45;celinocbcaspa@gmail.com;958228214;126697557;68090669;80549975484;1942-04-07
805;Valdemar Mota Farias Peres Martins Matos Tinoco;17213-554;valdemarvmfpmmt@gmail.com;958990454;206194689;98802424;15597995785;1941-06-08
806;Eduardo Azevedo Caiado Bogas Cabral Leão Caneco;1493-875;eduardoeacbclc@sapo.pt;932867594;466176916;71848635;37597923019;1976-02-06
807;Vitor Mateus Coelho Calheiros;13226-740;vitorvmcc@gmail.com;935058492;122673425;49033666;48605149516;1949-10-09
808;Celina Rego Carneiro Fonseca;5949-701;celinacrcf@sapo.pt;953134745;108186364;31278333;40380410873;1948-03-07
809;Paulo Vivas Antunes Mourão Arantes Antunes;8282-40;paulopvamaa@hotmail.com;923490422;242228770;59192809;66987256566;1982-09-30
810;Odete Real Bacelar Sequeira Nascimento;17762-838;odeteorbsn@sapo.pt;920828585;408758946;49526661;17088474955;1957-12-16
811;Bruna Dias Valbom Belchior Brito Eanes Sequeira;8147-712;brunabdvbbes@gmail.com;950685190;260964494;33755637;65553033014;1941-11-07
812;Ricardo Nogueira Calheiros Amora Eanes Baptista;10873-513;ricardorncaeb@sapo.pt;929990122;100741687;35166145;94877647940;1990-06-10
813;Carlota Sequeira Regueira Rosado Barbosa;1788-926;carlotacsrrb@sapo.pt;925942413;337606722;80925362;42147865325;1977-11-14
814;Bruno Andrade Valbom Carrasco Carrico Carrico Ramalho;12841-365;brunobavcccr@hotmail.com;952426530;128153221;30647143;29313183590;1940-04-30
