IDUTENTE;NOME;NUMERODISPOSITIVOELETRONICO
5136504;BRUNO SOEIRO PINTO REGO;6907-857
5139273;CATARINA BACELAR CUNHA MOURÃO;2810-173
5139586;ODETE CASTRO MOURA PINHEIRO DINIS;8015-244
5140131;CRISTIANA BACELAR LOBATO CARMONA VALBOM;16613-992
5142450;ODETE LEAL PINHEIRO CALHEIROS ARANTES BRITO;19889-463
5146140;RICARDO CASTANHEIRA CARMONA ESTRELA CARREIRA VALBOM PAREDES;11976-850
5148232;VITOR NOGUEIRA PAREDES PAREDES LEÃO;1109-339
5151418;LUIS MOURÃO VIVAS CARRASCO ROCHA BELCHIOR;5363-294
5153691;CLAUDIO VIVAS CLEMENTINO COELHO QUEIROS DOMINGOS QUADROS;19588-59
5158164;HUGO AGUIAR LOBATO ANDRADE CAIADO VIVAS BRITO;13457-902
5160507;SORAIA QUEIROS MATEUS CLEMENTINO;18869-96
5161726;JOANA ESTRELA ANTUNES FERRAZ;7555-837
5162775;RICARDO FARIAS CARRICO RAMALHO BARBOSA;7641-350
5163148;ANA BAPTISTA AROUCA DINIS AMORIM ARANTES;16157-929
5164314;DAVID PINHEIRO SOEIRO SEQUEIRA AMORA FERRAZ;15389-540
5164939;CELINO VIVAS ARANTES LEÃO;16432-925
5165149;DOLORES AGUIAR MARTINS MATEUS;17917-819
5165541;ALZINDA VIVAS MORA MOTA;16064-498
5166963;BERNARDO ARANTES SOEIRO CASTRO NOGUEIRA VIVAS;13972-556
5169462;DULCE BRITO ANDRADE NUNES AGUIAR;19478-750
5171843;LEONOR PERES BARBOSA BARBOSA CIPRIANO MOREIRA;4693-377
5173355;LILIANA CARVALHEIRA NUNES ALMEIDA;15572-104
5174014;CARLOTA NUNES LEAL MACEDO;7241-470
5176537;DANIEL DOMINGOS CALHEIROS CALHEIROS NASCIMENTO;11015-465
5176922;CATARINA MORENO BOGAS REGO DINIS TINOCO VIVAS;15705-354
5180133;CLAUDIO QUEIROS REGO CALADO DINIS;1937-414
5180924;CAMILO BAPTISTA LOPES LOPES CALHEIROS BACELAR;10064-671
5181643;MARIA MOREIRA PINTO CANECO REGO AMORA MORENO;7444-438
5184096;CATARINA ALMADA MOURA SANTOS MATOS LOPES ALMADA;5776-505
5184820;CRISTIANO MACEDO CASTANHEIRA MOURA;7063-229
5185337;LUIS CABRAL VIVAS MACEDO CARNEIRO;15789-651
5188426;CELINA AMORIM ROCHA REAL AGUIAR;17374-343
5189115;CELINO SOEIRO SOEIRO PERES;18856-623
5189204;CAMILO REGUEIRA MATEUS CABRAL RAMALHO ROSADO;8915-640
5190018;CARMO ROSADO CARMONA REGO QUEIROS EANES;16426-141
5190554;BASILIO BRITO DINIS ALMEIDA;12398-203
5195203;CARMO LEÃO MOTA ALMADA;16582-1
5195240;LEONOR MOREIRA MENDES MACEDO PAREDES;13239-278
5200609;LUCAS CARMONA REGO AZEREDO FARIAS BELCHIOR NUNES;17501-437
5202341;CARMO CASTANHEIRA SOEIRO FERRO;15343-160
5202498;LEONOR FARIAS AROUCA DOMINGOS MARTINS AMORA;11645-528
5205263;CLARICE PINHEIRO CARNEIRO CLEMENTINO QUADROS;10673-234
5206088;CARMO CARMONA SOEIRO FONSECA;17678-264
5209916;CLAUDIO CASTANHEIRA BOGAS SEIXAS AGUIAR SILVA;14508-243
5210099;CELINA REGO MOURÃO TINOCO;5117-846
5211446;CARLOTA QUADROS CALHEIROS BRITO FARIAS CALADO LOBATO;12748-662
5211799;DOLORES FERREIRA PINHEIRO LOBATO ARANTES PERES;6500-297
5212729;BERNARDO REGO CARDOSO ROCHA;9986-640
5213448;CELSO CARVALHEIRA SANTOS AZEVEDO FARIAS FERRAZ CARMONA;13529-494
5216578;CARMO CIPRIANO DINIS VIVAS;11567-822
5216685;BERNARDO MENDES MATEUS SEIXAS BOGAS;10578-713
5217946;ODETE BELCHIOR CASTANHEIRA MOREIRA;17565-864
5218473;MARIA BAPTISTA MACEDO CARVALHEIRA LOPES;14128-16
5219140;CARLOTA SANTOS PAREDES MOURA MATEUS;6648-661
5220904;DINA BOGAS CASTANHEIRA CUNHA AZEVEDO QUADROS MACEDO;8488-112
5222950;SILVIA REGO CABRAL AZENHA NASCIMENTO ANDRADE AMORIM;10279-173
5223327;BRUNO DOMINGOS SILVA LOPES;7331-519
5224385;BRUNO CARVALHEIRA CARRASCO VALBOM AMORIM CARRASCO TINOCO;11360-248
5224792;DAVID REAL CLEMENTINO SOEIRO AMORA CARVALHEIRA AMORA;17518-299
5225473;RITA QUADROS DINIS BOGAS;1688-586
5228078;BÓRIS CANECO FARIAS PIRES PERES;2419-143
5228456;BASILIO FERRO MOURA ANTUNES ANDRADE FERREIRA CARMONA;7417-412
5229176;VALDEMAR PIRES PROENCA LEAL;2605-359
5229278;DUARTE MENDES CARVALHEIRA MENDES CARNEIRO;17734-700
5229734;PEDRO PAREDES SOEIRO CARNEIRO ANDRADE AMORA;16082-880
5233341;VALDEMAR MACEDO FARIAS CALHEIROS CARRASCO MOURÃO ROCHA;4940-296
5233961;SORAIA BACELAR BARBOSA AZEVEDO TINOCO CALHEIROS MENDES;17046-352
5233985;DANIEL FERREIRA SANTOS PIRES ALMADA MORENO;9809-858
5237450;RITA FARIAS LEAL AZENHA BARROS CARRASCO;16499-10
5239249;FRANCISCA REAL QUEIROS EANES;9183-37
5239925;DORA MATOS ANTUNES FERRO VIVAS CAIADO;8490-865
5242939;CLOTILDE BRITO MENDES BAPTISTA LOPES BRITO REAL;3559-101
5243864;CLOTILDE BACELAR CABRAL CAIADO AROUCA;13288-10
5243951;DUARTE FERREIRA MATOS ALMADA LOBATO QUEIROS;10526-681
5247199;BASILIO CLEMENTINO FERRAZ LEAL MOURÃO;11963-788
5247469;LUIS BAPTISTA MATEUS BARBOSA QUEIROS PAREDES;1945-498
5248006;CLAUDIO ANDRADE CLEMENTINO CLEMENTINO CUNHA LEÃO FONSECA;9802-542
5249497;MARISA BACELAR CASTRO VALBOM FONSECA;2829-405
5251437;MARIA SOEIRO ANDRADE MOREIRA;13350-784
5251476;VITOR CARRICO MENDES ESTRELA CARDOSO SANTOS CANECO;11092-444
5252712;LILIANA DIAS ALMEIDA BRITO PAREDES;8453-120
5253919;CARINA SOEIRO BARROS PIRES BOGAS REGO EANES;11551-624
5255439;BERNARDO CASTRO BELCHIOR MOURÃO SEQUEIRA LOPES ANDRADE;11478-493
5255591;CARINA BACELAR MORA AMADO;6158-977
5255996;CELINO CASTANHEIRA CARVALHEIRA PACHECO COELHO CASTANHEIRA CARDOSO;5665-440
5257088;BRUNA MORA SANTOS MENDES EANES FERRAZ AMORA;4801-125
5257896;VITOR ALMADA ANTUNES BAPTISTA BRITO BRITO LEÃO;10829-787
5260247;PEDRO ALMADA BELCHIOR QUADROS AGUIAR CARRASCO MORENO;12764-300
5261917;BÓRIS BELCHIOR MATOS MACEDO ROCHA ANDRADE;17777-508
5262517;DANIEL NOGUEIRA FARIAS VIVAS ROSADO;6854-346
5262752;EDUARDO NASCIMENTO MOURÃO REGO LOPES;6512-695
5264331;CLOTILDE SEIXAS SEQUEIRA ANTUNES SOEIRO;10997-276
5264735;RICARDO CALHEIROS BRITO AMORA MORENO MOURA;6531-367
5265743;DULCINEIA AMORIM CIPRIANO AMORIM CARMONA AROUCA;2000-282
5267778;CRISTIANO PAREDES REGUEIRA AMORIM CAIADO BAPTISTA;5231-83
5270384;PEDRO VIVAS ROSADO ARANTES;10529-731
5270533;RODOLFO SOEIRO MOURÃO ROCHA PINHEIRO;12687-597
5272092;EDUARDO ANTUNES SEIXAS MORA FONSECA PINHEIRO MACEDO;4757-391
5272145;CELSO BRITO EANES BRITO ROCHA LEAL SOEIRO;12972-257
5272368;PEDRO CUNHA SOEIRO LEÃO LOBATO;3434-791
5272580;DUARTE FERREIRA CIPRIANO SILVA CARNEIRO REAL;6654-877
5272731;VALDEMAR LOBATO VIVAS BAPTISTA;3835-353
5272859;CARMO PACHECO AZEREDO ROCHA VIVAS PAREDES;1794-959
5276017;DUARTE SOEIRO BRITO ANDRADE MORENO CARDOSO CASTRO;15283-408
5277649;RICARDO REGUEIRA CASTANHEIRA CARVALHEIRA;13984-788
5278467;PEDRO CARMONA CARDOSO DOMINGOS;19128-475
5279522;EDUARDO MACEDO AMORIM LEAL AMORA REGUEIRA CANECO;1701-508
5279705;CLARICE VALBOM ANDRADE MACEDO;5907-607
5280243;EDUARDO BRITO LOPES ANDRADE ARANTES;7531-250
5281579;DULCINEIA CARNEIRO CASTANHEIRA MENDES DIAS PROENCA NUNES;17842-69
5286814;LUIS FERRO FERRO RAMALHO CARRASCO CARVALHEIRA;12752-299
5287183;LILIANA ARANTES SEIXAS MATEUS;1368-926
5287923;SORAIA TINOCO FERRAZ PIRES SOEIRO CARDOSO AMORIM;11389-870
5287940;BRUNO LEÃO NOGUEIRA SEQUEIRA;13979-701
5288315;DANIEL REGUEIRA LOPES SEQUEIRA MATEUS MACEDO BARBOSA;12871-224
5290907;FRANCISCO MARTINS AZEREDO CARREIRA;7940-658
5291080;RODOLFO AMORIM CARMONA MOURÃO VIVAS DIAS;9167-202
5291539;MARIA MORENO CAIADO CASTANHEIRA;6336-963
5291763;LUIS MATOS PACHECO MOTA FONSECA;16698-795
5298404;LEONOR ANDRADE AROUCA CALHEIROS;12729-136
5298637;SILVIA DOMINGOS PIRES ANDRADE ESTRELA DINIS;10082-25
5300387;VALDEMAR MOURA AMORIM AMORIM ROCHA AMORIM;15168-346
5300479;BRUNO CLEMENTINO CALADO FONSECA CARMONA REGO;13147-582
5301580;EDUARDA PINTO NASCIMENTO BARBOSA LOPES AZENHA;16597-649
5303453;SORAIA PAREDES MENDES BOGAS CALADO FONSECA;15964-836
5303793;VITOR DIAS PERES PACHECO ALMADA;8880-726
5304767;LILIANA DOMINGOS SANTOS FERREIRA PAREDES MORA;11797-340
5306967;CELINO CANECO CARRASCO CARRICO SOEIRO CARRASCO CANECO;10220-686
5307716;CARINA AMORIM PINTO ANDRADE NOGUEIRA ANTUNES;17069-728
5313960;CLOTILDE SEIXAS AZENHA FERREIRA;13128-862
5315637;CRISTIANA ROSADO ESTRELA MOURÃO;9012-952
5316110;CELSO BRITO AGUIAR AZEVEDO MATOS FONSECA CASTRO;14512-136
5319010;RITA CARRASCO ROCHA FARIAS REGO;2555-722
5319635;DULCINEIA MARTINS AMADO REGO REGUEIRA;12866-504
5320386;ALZINDA AMORIM SOEIRO SEIXAS MOREIRA COELHO CUNHA;5543-824
5321563;BASILIO BRITO SOEIRO PERES LOBATO FERRAZ;4401-699
5322788;DULCE LOBATO AGUIAR MENDES QUEIROS BOGAS;16996-261
5325060;DORA NUNES CASTANHEIRA NASCIMENTO AZENHA AMORIM;11351-459
5326343;RODOLFO BACELAR SEQUEIRA LOPES AMORIM;6091-959
5327099;LILIANA DIAS MATEUS FERREIRA MOURÃO CIPRIANO;11780-43
5328506;CRISTINA EANES SOEIRO CALADO VALBOM;3442-477
5329059;PEDRO REAL BRITO BAPTISTA NUNES AROUCA MOURÃO;19608-668
5330168;DORA MORENO MATEUS REGO;4794-81
5332688;LEONOR ANTUNES DIAS BACELAR MOURA MORENO;3468-875
5332998;ANA AZENHA TINOCO MOURÃO;2898-351
5334141;BÓRIS ALMEIDA MOREIRA MATOS VALBOM BARBOSA PAREDES;2070-863
5338949;DOLORES COELHO MATEUS TINOCO;18122-529
5339364;CLAUDIO SEQUEIRA ESTRELA CASTRO ALMEIDA AMORIM MOREIRA;15330-382
5340765;VITOR QUEIROS MOURA AMORIM;16218-323
5345007;CRISTIANO DOMINGOS VALBOM CALHEIROS;10456-877
5347569;CARMO VIVAS PINHEIRO PROENCA ANDRADE FERRAZ;14149-46
5349639;FRANCISCO CALHEIROS MORENO LOBATO LOBATO REGUEIRA;7739-965
5349688;BRUNA AMORIM AMORIM PINHEIRO SOEIRO TINOCO;18327-881
5349731;LEONOR CARMONA FERRO CIPRIANO;9225-944
5351558;CLOTILDE FERREIRA ROSADO REAL ANTUNES CALADO ESTRELA;12791-323
5351811;EDUARDO ROCHA AMADO MARTINS ALMADA CARRICO;13909-296
5352645;FRANCISCA RAMALHO PIRES SOEIRO BARBOSA;7318-241
5354098;RITA AZEREDO LOBATO CARMONA;19851-722
5355952;CARLOTA FERRAZ BARROS BAPTISTA CASTRO LOBATO;9779-419
5355976;MARISA SEIXAS ESTRELA AMADO PAREDES REAL;2986-550
5359746;SILVIA ROCHA MARTINS FONSECA;15071-721
5359831;CLAUDIO PACHECO CARNEIRO CIPRIANO;12090-630
5360957;LUCAS CABRAL MOURA CARDOSO MARTINS;11714-545
5363812;FRANCISCA SEQUEIRA CUNHA NOGUEIRA VALBOM;16232-958
5365878;CLAUDIO BACELAR QUADROS PROENCA DIAS;16016-164
5366677;CELINA AMORA FERRO ALMEIDA;14200-748
5367752;CLAUDIO ROCHA ROCHA NASCIMENTO;9340-872
5369455;LEONOR MACEDO AMORIM ALMADA CLEMENTINO MATEUS;13292-400
5369636;RITA AMADO AZEREDO MENDES;15126-838
5371338;MARISA AMORA DINIS MARTINS QUADROS;6851-733
5371666;LILIANA ESTRELA AMADO RAMALHO CARRICO;18078-210
5371668;BRUNA MORENO BELCHIOR CARMONA PINTO CLEMENTINO QUEIROS;12713-329
5372530;FRANCISCA CARVALHEIRA CARMONA REGUEIRA PERES SEIXAS ROCHA;5892-710
5373175;VALDEMAR CARRICO ANTUNES CARNEIRO SEIXAS;11107-451
5377319;BASILIO DINIS MARTINS SOEIRO PINHEIRO;2415-241
5378904;FRANCISCA SOEIRO SANTOS FERRO BELCHIOR AZENHA;19172-439
5380541;CLARICE CUNHA ANDRADE CLEMENTINO FONSECA;9858-349
5380691;RODOLFO MATEUS MORENO PACHECO SANTOS;2629-960
5382836;CLOTILDE CASTRO CARVALHEIRA PINTO;16168-785
5384509;CELINO FERRAZ VIVAS AMADO MOTA CAIADO LOBATO;12439-164
5386880;DULCINEIA MORENO FONSECA DINIS SILVA;7866-19
5387738;CLARICE AGUIAR AMORIM VALBOM CARDOSO DINIS LOBATO;10842-681
5388697;JOANA BARROS ANDRADE CASTANHEIRA BELCHIOR SILVA;2585-466
5391442;CARINA CARRASCO AMORA BACELAR;7399-379
5393104;CLARICE MATEUS CARMONA DOMINGOS ROSADO ESTRELA;4582-933
5393516;MARISA AMADO AGUIAR SEQUEIRA EANES MATEUS DIAS;5400-983
5394548;MARIA VALBOM NUNES ANTUNES;4089-519
5399727;CRISTIANA AMADO SOEIRO BARBOSA AZENHA REGO BAPTISTA;1247-653
5403672;CRISTIANA SANTOS PINTO SOEIRO CASTANHEIRA AMORIM;5617-723
5404458;RODOLFO CARMONA BRITO LEÃO CLEMENTINO CLEMENTINO;17315-400
5404516;DORA CARREIRA CIPRIANO AZEREDO PACHECO;2827-612
5406322;EDUARDO AZEREDO MOURA PACHECO;6186-575
5407230;DOLORES CALADO PERES NOGUEIRA CIPRIANO COELHO;6316-935
5407447;LEONOR ALMADA VIVAS BRITO ANDRADE;7879-194
5408417;BRUNO REGUEIRA NUNES EANES QUADROS CANECO;17618-149
5408549;CELSO NUNES TINOCO LOBATO SANTOS;17053-106
5410595;MARISA SOEIRO PAREDES REGO CARDOSO CAIADO;17736-305
5410711;LUIS ARANTES AMORIM BRITO ALMEIDA MATOS;6141-6
5413491;DANIEL CALHEIROS NUNES DOMINGOS ROCHA;12221-52
5414501;DULCE ROCHA PROENCA CALADO REGUEIRA CIPRIANO CALHEIROS;15721-690
5415419;PAULA ANTUNES MORA SOEIRO;9093-65
5417776;DULCE FERRAZ ROSADO FARIAS DOMINGOS;7518-780
5418974;LUCAS VALBOM AMORIM MOTA REGO QUEIROS ALMADA;5944-894
5421501;CELSO SOEIRO AZENHA CALADO MOTA CABRAL AMORIM;6666-809
5425436;CLOTILDE CARREIRA PINHEIRO VALBOM;13680-516
5425951;LILIANA BOGAS ROSADO CLEMENTINO;8958-78
5426077;DUARTE MOREIRA MATOS CASTRO MENDES MATOS CASTRO;17534-710
5426279;VITOR CARMONA REGO MOURÃO NASCIMENTO REGUEIRA PINTO;15198-890
5427613;CRISTIANA LOPES TINOCO PAREDES SEQUEIRA QUADROS BOGAS;6645-710
5429015;LEONOR CLEMENTINO FERREIRA CANECO ANDRADE AZEREDO DOMINGOS;19200-421
5431136;VITOR FERRAZ AMORIM SEQUEIRA FERREIRA PIRES MATEUS;12858-308
5435880;DULCE MOURA FONSECA CALHEIROS;1287-927
5439035;PAULO AROUCA ALMEIDA TINOCO BELCHIOR CARRASCO CARMONA;15843-894
5439044;DUARTE CARNEIRO CALHEIROS MOTA ESTRELA CIPRIANO BARBOSA;2886-770
5443276;LEONOR SOEIRO FERRO AMADO MOTA MOURA QUADROS;17624-400
5444471;ODETE FERREIRA QUEIROS PAREDES;10820-275
5448610;RICARDO MOURA REGUEIRA SANTOS;1965-916
5450585;JOANA ARANTES CARRICO ALMADA AZENHA BRITO ANTUNES;2582-275
5451821;CARMO AMORIM PINHEIRO BARROS VIVAS AGUIAR;6122-259
5454141;CARLA QUADROS BRITO CARMONA BARBOSA;10678-918
5455265;SORAIA PROENCA BRITO SOEIRO;4859-867
5457606;SORAIA SEIXAS CARMONA AMORIM MATOS;4639-917
5458768;MARIA PINHEIRO FERREIRA BRITO ARANTES;16657-284
5460389;CATARINA SEQUEIRA MORA MORA;17981-818
5460907;CATARINA BELCHIOR VALBOM MOURÃO ALMEIDA PACHECO;13482-776
5461924;CATARINA MATOS COELHO BRITO PINTO PIRES;6007-466
5463830;RODOLFO MARTINS CLEMENTINO REAL FERRAZ FERRO;15586-301
5464141;SORAIA ANDRADE ANTUNES CALADO MOTA PIRES;12889-494
5464665;CRISTIANA CIPRIANO MOREIRA QUEIROS CARNEIRO;18358-862
5465846;BRUNO FERREIRA ANTUNES CABRAL LEAL;18335-655
5467440;MARIA NUNES MORENO NUNES DOMINGOS FERREIRA CARMONA;6628-946
5469790;CRISTIANA SOEIRO CABRAL ANTUNES SANTOS;19513-139
5471650;SORAIA BRITO AMORIM CARDOSO CARNEIRO;16823-213
5474680;FRANCISCO PACHECO LEAL AROUCA;12180-819
5477411;VITOR LEAL ESTRELA CARMONA BELCHIOR ROSADO;1369-567
5478776;ANA FERRO CASTRO BARBOSA CARRASCO CARVALHEIRA;11297-847
5478981;MARIA PINTO AROUCA BELCHIOR MORENO;1059-304
5481148;DOLORES MOURA DINIS LEÃO;11449-183
5481984;PEDRO ROCHA CANECO VALBOM AMORA;12469-16
5482687;MARIA NOGUEIRA PAREDES ANDRADE COELHO;10129-364
5482885;CATARINA QUADROS ANDRADE CASTRO CIPRIANO CUNHA;2831-771
5484504;CRISTIANA MORA CARVALHEIRA MOURÃO;2855-546
5488784;DULCINEIA CARRICO AMORA PIRES LEAL REGUEIRA ANDRADE;14467-993
5490866;DULCE CARRICO BRITO CARDOSO MOTA SOEIRO PERES;13808-369
5492307;PAULA BARROS MACEDO PINHEIRO LOBATO;9916-205
5495648;RITA NUNES MATEUS BACELAR;11138-939
5495864;CELINO DOMINGOS SANTOS CABRAL TINOCO LEAL;1382-97
5496891;CRISTINA SANTOS CARRICO AGUIAR REAL CALADO ANTUNES;7235-978
5496948;ODETE FARIAS ROCHA MATEUS ROCHA;1394-462
5499953;CARINA REGO DIAS AMORA MOTA MATOS;6600-665
5502629;ANA CARRICO QUEIROS LEÃO DOMINGOS NASCIMENTO PROENCA;11484-599
5506337;ANA SEQUEIRA AGUIAR REAL;15777-867
5506455;ODETE BARROS BELCHIOR ANDRADE;19501-67
5506901;ALZINDA MARTINS EANES COELHO LEÃO RAMALHO LEÃO;5724-944
5508398;CLARICE FONSECA ROCHA ESTRELA AMADO;16484-552
5511532;CELINA CARNEIRO VIVAS AZENHA RAMALHO CIPRIANO;2328-96
5512227;CAMILO CARMONA ANDRADE REGO MACEDO MACEDO SOEIRO;15511-720
5514240;CARINA FERRO CUNHA RAMALHO;4095-192
5515086;BRUNA SEQUEIRA CABRAL CIPRIANO MOTA;3028-511
5515131;CELINO ROSADO EANES FARIAS;7658-498
5515668;CATARINA CASTRO BAPTISTA CLEMENTINO;15503-971
5517853;CRISTINA CABRAL AMORA NUNES REGO;3312-387
5519482;BRUNO AROUCA AGUIAR BARBOSA PINTO;6429-778
5520838;EDUARDO LOPES AROUCA ROSADO BRITO MOURA MORENO;17161-201
5524590;BÓRIS MORENO TINOCO AMORIM AROUCA PINHEIRO SEIXAS;11533-397
5531551;CARINA CARREIRA MATEUS BOGAS QUADROS;9292-577
5534331;HUGO MOREIRA CAIADO MARTINS ROSADO;5068-895
5540352;VALDEMAR SOEIRO NOGUEIRA SEIXAS QUADROS VIVAS;16762-207
5540969;EDUARDA RAMALHO SILVA FERRO;13043-580
5542458;DAVID CARREIRA DIAS AMORA;12445-594
5543498;BÓRIS MOURÃO VALBOM SOEIRO BELCHIOR;15979-450
5543670;DINA MATEUS CANECO MORENO REGO;19183-71
5546524;VALDEMAR CASTANHEIRA MORENO MATEUS TINOCO SANTOS MOURÃO;17648-339
5546579;DULCE BRITO ALMEIDA BACELAR;4812-932
5549876;VALDEMAR MATEUS AZEVEDO MATOS SEQUEIRA CLEMENTINO MORA;11184-181
5552498;DINA PAREDES REGUEIRA CUNHA CANECO ANTUNES;4484-636
5553487;MARISA TINOCO ANTUNES COELHO CARRICO;11634-500
5553688;LUIS ALMADA PINHEIRO SANTOS CLEMENTINO;2415-79
5557067;CRISTIANO BARBOSA ANDRADE CASTRO ALMEIDA;16592-329
5558118;RITA AROUCA BOGAS CASTRO;2826-321
5559599;CRISTINA CASTANHEIRA DOMINGOS CARMONA;7102-623
5560593;BRUNO CALHEIROS REGUEIRA AZEREDO;12614-380
5561341;CARMO ROCHA DOMINGOS ALMEIDA LEAL SOEIRO;7489-562
5561793;DANIEL SOEIRO SOEIRO FERRAZ VALBOM MOURA;4056-691
5562955;CRISTIANA CASTRO CARRICO REAL FERRAZ;15406-614
5570629;CARMO AGUIAR REAL NOGUEIRA ALMEIDA AZENHA;9667-637
5571172;FRANCISCA PINHEIRO CARDOSO QUEIROS REGO;19546-642
5571499;BASILIO MATOS VIVAS MOTA CARVALHEIRA RAMALHO;11269-734
5573626;LUCAS SOEIRO CARMONA PROENCA CARMONA SANTOS;1066-520
5576402;RICARDO LOBATO CUNHA MENDES BRITO BARROS BRITO;9232-933
5580921;CRISTIANA PERES CARRICO MOURÃO PAREDES MATEUS;8309-210
5580937;DULCE DIAS LEAL ALMEIDA;9433-232
5583510;CLARICE CARDOSO FERRAZ AMORIM;4279-121
5586186;JOANA DIAS CARRASCO SOEIRO NASCIMENTO BACELAR SANTOS;10893-702
5586770;DORA CASTRO VALBOM CARREIRA ALMADA PAREDES;7872-710
5586899;RITA BARBOSA BARBOSA RAMALHO LEAL PINHEIRO FERREIRA;11887-209
5587071;ALZINDA AROUCA REAL SOEIRO ANDRADE;9313-905
5587854;CAMILO NASCIMENTO MATEUS BELCHIOR;9746-856
5588087;CRISTIANA LOBATO CANECO ANDRADE;17315-500
5591887;CELINO CUNHA DINIS RAMALHO;7753-71
5592050;LEONOR REGO MORENO REGO REAL BARROS PROENCA;16866-102
5593256;LUIS AZENHA ALMEIDA MATOS LOPES;15996-105
5593744;DORA CARMONA AMORIM MOURA PROENCA;18896-535
5594271;EDUARDA MOURÃO CARREIRA CARRICO AZEVEDO;16019-504
5595324;LEONOR COELHO FERRO NOGUEIRA VIVAS QUEIROS;10465-110
5596626;RITA MATOS BRITO FONSECA MOURÃO AROUCA MARTINS;15748-977
5596856;ALZINDA VALBOM BACELAR FERRO MENDES;8809-593
5597492;VITOR AZEVEDO PIRES AMORIM PERES;4782-165
5601258;SORAIA CARREIRA ANDRADE REGO DIAS AZENHA MOTA;16373-320
5601627;MARIA PIRES SEIXAS DOMINGOS AMORA ARANTES MENDES;16403-978
5604225;RITA CANECO MOREIRA DIAS DINIS;15570-95
5604368;PAULO BOGAS CARREIRA FERRO AMADO VIVAS REGO;19291-841
5605874;PEDRO ALMEIDA MOURA CARREIRA CLEMENTINO FARIAS PINHEIRO;16869-320
5610735;LEONOR MACEDO LEÃO AZENHA FERRO DOMINGOS FERREIRA;16771-386
5613613;CRISTINA PINTO PROENCA ROCHA VIVAS;18390-677
5613887;BRUNA CARRICO ROCHA MARTINS BACELAR;10555-93
5616032;RICARDO CALHEIROS COELHO PROENCA SANTOS;5061-11
5617934;BÓRIS AMORIM PAREDES LEAL ANTUNES DINIS CARDOSO;8485-803
5618905;CARLOTA CALADO CASTANHEIRA ANDRADE REAL;11426-796
5621812;EDUARDA LOBATO BARBOSA ALMADA CABRAL LOBATO;12439-155
5623177;DANIEL QUEIROS AZEVEDO CARMONA MENDES;19129-149
5623281;DAVID MOURA MORENO MOREIRA;14467-969
5625531;ODETE AZENHA ROSADO MORENO COELHO;19428-935
5626200;CLARICE ANDRADE MATOS PAREDES BOGAS PACHECO;11586-379
5628046;CELINA FERRO MOURA FERREIRA ANDRADE MATEUS;2631-831
5629320;BERNARDO ROCHA TINOCO CASTANHEIRA AMORIM VALBOM REGO;13139-587
5629763;RITA VIVAS VALBOM MATEUS MOTA LOBATO;19629-230
5630573;CLARICE NUNES CALADO AMORIM DINIS;15661-112
5630702;BERNARDO DIAS BELCHIOR NASCIMENTO VALBOM ROSADO AMORA;6488-267
5631595;SILVIA RAMALHO ROCHA SEQUEIRA MENDES;15359-375
5634718;DULCINEIA DIAS NOGUEIRA CARREIRA NASCIMENTO LEAL;4043-942
5634735;CARINA REGO DINIS MOREIRA CUNHA FARIAS QUADROS;8364-245
5634811;CRISTIANO ALMEIDA QUADROS ROCHA ESTRELA;9775-769
5635454;VALDEMAR AZEREDO CARRICO PINHEIRO ESTRELA MOURÃO;11500-299
5635852;RODOLFO QUEIROS FERRAZ MATOS ROSADO AGUIAR;18987-103
5636639;CAMILO CUNHA BRITO ALMADA FERREIRA CIPRIANO;1094-68
5637558;ODETE ALMEIDA BACELAR ANDRADE;17707-132
5637621;ANA REGO BARBOSA ESTRELA;19368-218
5638295;RODOLFO ANDRADE PROENCA PINTO AMORIM SEQUEIRA ROSADO;18695-331
5638538;RODOLFO AMADO AMADO LOBATO NASCIMENTO SANTOS AMORIM;3685-31
5645089;BRUNO CARNEIRO MATOS FERRAZ AMORA BELCHIOR SOEIRO;12571-755
5645186;SORAIA REGUEIRA VIVAS AROUCA SANTOS;14024-171
5645335;CAMILO CALHEIROS CALHEIROS LEAL;6287-944
5653623;CARINA AGUIAR CASTRO BARBOSA BACELAR;11568-24
5653930;FRANCISCA ARANTES VIVAS ANDRADE REAL RAMALHO;9997-950
5654996;SILVIA NOGUEIRA AGUIAR FERRAZ ESTRELA;5480-932
5656598;PEDRO SOEIRO CLEMENTINO MORA;6388-309
5656983;CRISTINA ROCHA SEIXAS CARDOSO PROENCA ANDRADE;11716-344
5662894;BÓRIS LOBATO ROCHA EANES PINTO DOMINGOS QUADROS;16199-872
5663540;PAULO VIVAS SANTOS FERREIRA;19813-846
5664654;DUARTE CANECO CARRICO CALHEIROS BRITO;17829-77
5664732;SORAIA REAL BARBOSA ANDRADE ROSADO ROSADO;5514-167
5666059;VALDEMAR ANTUNES MORENO VIVAS SOEIRO;4879-940
5666877;DOLORES REGUEIRA PACHECO CASTRO MOREIRA;13738-371
5669482;CARLOTA BAPTISTA CARRASCO AROUCA;17567-833
5670031;SORAIA PIRES BAPTISTA PIRES BACELAR SOEIRO CANECO;8736-229
5674763;LUIS ANDRADE BARROS CARDOSO PIRES AZENHA SANTOS;8122-241
5675158;LEONOR SOEIRO QUADROS LEAL DINIS;12873-954
5677572;BASILIO AZEREDO CARDOSO CARVALHEIRA CARDOSO;9461-449
5677629;DINA MENDES CAIADO SANTOS AMORIM FERREIRA COELHO;19325-764
